,recording_time_ns,dt,wind_enabled,pos_x,pos_y,pos_z,pos_roll,pos_pitch,pos_yaw,targetpos_x,targetpos_y,targetpos_z,targetpos_yaw,control_vel_x,control_vel_y,control_vel_z,control_vel_yaw,experiment_id
54,1777300665009819964,1777300665.009414,False,-0.7923574119373015,0.7582348335357408,0.8160747401108736,-0.0129750258473984,0.0619198785722689,-0.0890966846350912,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0534580107810548,1
55,1777300665095617289,0.0853333473205566,False,-0.7918475323361951,0.7574287448175369,0.8166365577750624,-0.0055138977874716,0.055716222931219,-0.0920627939173134,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0552376763503881,1
56,1777300665196102940,0.1005868911743164,False,-0.7915687784223604,0.7561744539803413,0.8178368313935829,-0.0139150493795272,0.0595187450917667,-0.0948214423822257,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0568928654293353,1
57,1777300665295249134,0.099353551864624,False,-0.7909501117695261,0.7557621020422917,0.818242984639149,-0.0137396942674527,0.0602627578213216,-0.0959770064900409,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0575862038940245,1
58,1777300665389635143,0.0943777561187744,False,-0.7904695011709881,0.7551524899463652,0.8195682402996345,-0.0227636451341824,0.0612435291202602,-0.0897240169640675,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0538344101784404,1
59,1777300665499543329,0.1097991466522216,False,-0.7900653326393451,0.7544220667530341,0.8203070444918017,-0.0070830336042959,0.055709035173128,-0.090806028518015,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0544836171108091,1
60,1777300665595649541,0.0959115028381347,False,-0.7900536258681448,0.7533632563085021,0.8212664456712727,-0.0093233723593107,0.0617885565118297,-0.0914925155671676,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0548955093403006,1
61,1777300665695293390,0.0997083187103271,False,-0.7899084843148012,0.7522748664703945,0.8223878712728465,-0.0202980395989206,0.0613219305063877,-0.0925948797158851,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.055556927829531,1
62,1777300665797594630,0.1025211811065673,False,-0.7890400657992321,0.7513322381180452,0.8234195694338948,-0.0120960610662542,0.0684888646562425,-0.0916473589344134,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.054988415360648,1
63,1777300665897723501,0.1001272201538086,False,-0.7876914408923733,0.7505294027649594,0.8239596161740875,-0.0214598703883889,0.0680506458607988,-0.0907459333077453,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0544475599846472,1
64,1777300665997802907,0.1000566482543945,False,-0.786197235431651,0.7502553207739,0.823842499603218,-0.0386121872765509,0.0386835954425522,-0.1079955454160136,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0647973272496081,1
65,1777300666098584402,0.1007306575775146,False,-0.7764799369376022,0.7637177140333338,0.80877421115048,-0.0071701572205882,0.0714300710237477,-0.0934875374441611,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0560925224664967,1
66,1777300666195357096,0.0968027114868164,False,-0.7820706065091588,0.7495399643490319,0.824471460810776,-0.0164602692485127,0.0615780559292691,-0.0916786958994688,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0550072175396811,1
67,1777300666295730292,0.1001529693603515,False,-0.7804797741742631,0.7489283112892033,0.8250069822084644,-0.0155364483962879,0.057894014252418,-0.0940218238119064,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0564130942871438,1
68,1777300666395459120,0.0998532772064209,False,-0.778956633022334,0.7486367783231299,0.8251908328162708,-0.015364636521996,0.0584738680324178,-0.0956267639498093,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0573760583698856,1
69,1777300666495636948,0.1002001762390136,False,-0.7789350966421599,0.746862128184682,0.8288152982467306,-0.0047865123951424,0.0337333818275603,-0.0898026718656407,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0538816031193843,1
70,1777300666595480571,0.1000704765319824,False,-0.7812757050975817,0.743533544840297,0.8358784800662877,0.0121051674963359,0.0233738242624133,-0.0906446785740811,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0543868071444486,1
71,1777300666697673757,0.1016683578491211,False,-0.787599176412663,0.7367700140253163,0.8473116717014886,0.0253246134368207,0.0212529705404127,-0.09042320895587,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0542539253735219,1
72,1777300666802334574,0.1048321723937988,False,-0.7975141392940838,0.7275306890796935,0.8603220928040595,0.0168656308061715,0.0194212778047722,-0.0932562380364608,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0559537428218765,1
73,1777300666895589220,0.0932347774505615,False,-0.8054010723932787,0.7270726827032234,0.8622458647613769,0.0269948222343994,0.024053870533049,-0.099445341841435,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0596672051048609,1
74,1777300666996482812,0.1011009216308593,False,-0.8293507399668175,0.6996845252751661,0.8923498007847528,0.0129412172812241,0.0129575902897852,-0.1046447407554466,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.062786844453268,1
75,1777300667095431025,0.0989937782287597,False,-0.8505976409342241,0.6814053272460648,0.9103811783017832,0.021426979239229,0.018479310577597,-0.1044911078492387,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0626946647095432,1
76,1777300667195688531,0.1002490520477294,False,-0.8695468172684122,0.6717153920520732,0.9167830772941696,0.0196537032076843,0.0246666873155763,-0.1147506946053419,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0688504167632052,1
77,1777300667295298150,0.0995798110961914,False,-0.8967678564510596,0.6487347623343482,0.9353850441930016,0.0157016636090424,0.0292634914463137,-0.1161464975946839,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0696878985568102,1
78,1777300667395408765,0.10005784034729,False,-0.9260027360131576,0.6237605751046,0.954124358483537,0.01381435937957,0.0361900167869335,-0.1203430042298392,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0722058025379035,1
79,1777300667499107465,0.1035351753234863,False,-0.9575719241689796,0.5975316656444806,0.9723027870241764,0.0147310327927293,0.0359352970754724,-0.1230588685718361,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0738353211431016,1
80,1777300667596368935,0.0974359512329101,False,-0.991041756433395,0.5696161860147635,0.9907664051969745,0.011164426172563,0.0359950552713509,-0.1290763614577064,-2.0,0.0,2.0,0.0,-0.3,-0.3,0.3,0.0774458168746238,1
81,1777300667706675329,0.1101267337799072,False,-1.029710138325996,0.5378072495670363,1.0107232340120844,0.0108898177590997,0.0363690746024125,-0.1309642541346247,-2.0,0.0,2.0,0.0,-0.3,-0.2962813739125186,0.3,0.0785785524807747,1
82,1777300667815282909,0.1089890003204345,False,-1.065831597900069,0.505232741113711,1.031442209872734,-0.0139371183502328,0.0054480471803035,-0.1462677681370947,-2.0,0.0,2.0,0.0,-0.3,-0.2783965448482356,0.3,0.0877606608822568,1
83,1777300667907299026,0.0916159152984619,False,-1.1037215055016012,0.4735854048877564,1.0500153596311417,0.0027325731723784,0.0341651892964627,-0.1316235983403806,-2.0,0.0,2.0,0.0,-0.3,-0.233254224899104,0.3,0.0789741590042283,1
84,1777300668007279136,0.1000552177429199,False,-1.1425425692375697,0.4423986475210756,1.068252812466547,0.0026887763596141,0.0373052212056562,-0.1306039494432747,-2.0,0.0,2.0,0.0,-0.3,-0.2223088503075951,0.3,0.0783623696659649,1
85,1777300668106430954,0.0991795063018798,False,-1.1826369065699955,0.4106279791721797,1.0864269799872546,-0.0101279235789177,0.0400014060893031,-0.1372687340859077,-2.0,0.0,2.0,0.0,-0.3,-0.1993750669618053,0.3,0.0823612404515446,1
86,1777300668199157767,0.0924932956695556,False,-1.2187607112597505,0.3836890450045636,1.1035189944215336,-0.0272721437575046,0.0258857012568625,-0.1378303496691876,-2.0,0.0,2.0,0.0,-0.3,-0.1897876377064946,0.3,0.0826982098015125,1
87,1777300668305673244,0.1068980693817138,False,-1.2631935903410745,0.3511960582323709,1.122967360118098,-0.0245037149467345,0.035857848433699,-0.1412208520076928,-2.0,0.0,2.0,0.0,-0.2974033450346219,-0.163011825085739,0.3,0.0847325112046157,1
