,recording_time_ns,dt,wind_enabled,pos_x,pos_y,pos_z,pos_roll,pos_pitch,pos_yaw,targetpos_x,targetpos_y,targetpos_z,targetpos_yaw,control_vel_x,control_vel_y,control_vel_z,control_vel_yaw,experiment_id
1097,1777301585030150915,1777301585.0137496,False,-0.8125223654757513,0.8530448137883646,0.8180717920451875,-0.0281665655159447,0.0620029111204371,-0.0182291502376863,-1.0,1.0,2.0,0.0,-1.0702062409556301e-10,8.079503024802336e-11,6.650587337233569e-10,1.02545966942358e-11,5
1098,1777301585116645543,0.0994036197662353,False,-0.8115899874093585,0.8526581098129367,0.8185925322129174,-0.0414804047756623,0.0626580332028434,-0.0182880134205656,-1.0,1.0,2.0,0.0,-0.0543332859260257,0.0409214374222478,0.2341743556253842,0.0087518077099345,5
1099,1777301585217103716,0.100733995437622,False,-0.8106030669938838,0.8520674206127384,0.8193126654847698,-0.0457929576400371,0.0711210868034335,-0.0140014663627632,-1.0,1.0,2.0,0.0,-0.0927871200854903,0.0704530312120397,0.2999999996568349,0.0127180322208965,5
1100,1777301585322559770,0.1021413803100586,False,-0.8094651211770761,0.8520381747043442,0.8202203144512555,-0.0365694784325481,0.0592871206131721,-0.0182532959541382,-1.0,1.0,2.0,0.0,-0.1208354439186331,0.0906939141924099,0.2999999996975875,0.0169947847113264,5
1101,1777301585416224451,0.0977513790130615,False,-0.8082600237456627,0.852030156985237,0.8209234781677774,-0.0330146037442312,0.0614161469255957,-0.0184534675748525,-1.0,1.0,2.0,0.0,-0.1397396698329057,0.1044535753614551,0.2999999991351667,0.0200448784006286,5
1102,1777301585518248346,0.1002769470214843,False,-0.8072818051602455,0.8519760475677811,0.8213759212599302,-0.0492222041989131,0.0640505325232993,-0.0166627637352093,-1.0,1.0,2.0,0.0,-0.1535474948906252,0.1147604846533739,0.2999999995669429,0.0213228295311961,5
1103,1777301585618068356,0.100177526473999,False,-0.8064303610134081,0.8526451019552991,0.8216842046533429,-0.042511209228268,0.0623259461473069,-0.0168319300175332,-1.0,1.0,2.0,0.0,-0.1635994185121239,0.1215905003690592,0.299999999548335,0.0221635740295913,5
1104,1777301585717161009,0.09922456741333,False,-0.8059970554118552,0.8532289199535102,0.8224037984350718,-0.0556494452925751,0.0642046679798246,-0.0163598332770854,-1.0,1.0,2.0,0.0,-0.1705573055152089,0.1262008935177032,0.2999999993867974,0.0225210179335426,5
1105,1777301585817507850,0.100121259689331,False,-0.8056100242260753,0.8542459884639346,0.8218549773457464,-0.0474599240776499,0.070972762848899,-0.0159926608199744,-1.0,1.0,2.0,0.0,-0.175669752100424,0.1292591635743634,0.2999999995371256,0.0225719594529801,5
1106,1777301585918231391,0.1005499362945556,False,-0.8053208800530803,0.8550366613461612,0.8214548118294461,-0.044160519797442,0.0705520977172978,-0.0162943148712399,-1.0,1.0,2.0,0.0,-0.1794637434690593,0.1311118244638837,0.2999999995981475,0.0227139768715506,5
1107,1777301586017723092,0.0991287231445312,False,-0.8050481534854123,0.8563948189356011,0.8206923176119256,-0.0473036793819844,0.0625200560776648,-0.0228424315931165,-1.0,1.0,2.0,0.0,-0.1828331814161334,0.1307449124416956,0.2999999994074641,0.0256455402168359,5
1108,1777301586117253091,0.0999865531921386,False,-0.8043180796706381,0.8577037824084978,0.8200523655423486,-0.0451970753521707,0.066809567706661,-0.0208205512720246,-1.0,1.0,2.0,0.0,-0.1846352788064654,0.1313891148215223,0.2999999995528288,0.0270004060019449,5
1109,1777301586217021522,0.099377155303955,False,-0.795565650677944,0.8731873266123612,0.8042593903309085,-0.0345216999956624,0.0734490100270501,-0.0252389888132404,-1.0,1.0,2.0,0.0,-0.1887379448381595,0.1266509676212388,0.2999999996609618,0.0297412890313197,5
1110,1777301586325278536,0.1074054241180419,False,-0.7943663129241237,0.8744400379319472,0.804153744452416,-0.0345177149535882,0.0734099408013154,-0.0223525185627242,-1.0,1.0,2.0,0.0,-0.1923798931666499,0.1241520808158655,0.2999999998786284,0.0304112468823925,5
1111,1777301586421338541,0.0967903137207031,False,-0.8006394149867161,0.8614568798549622,0.8194617493575881,-0.0382230803903328,0.0720363493930655,-0.0190946930395865,-1.0,1.0,2.0,0.0,-0.1919319527533619,0.1252414841777308,0.2999999990165831,0.02946549625589,5
1112,1777301586521993597,0.1017520427703857,False,-0.7987510087864325,0.8628524598479572,0.8208566506796262,-0.0396114942609063,0.0500699298250031,-0.0342834629415379,-1.0,1.0,2.0,0.0,-0.1947914283660028,0.1230361583375336,0.2999999996799465,0.0352075703066213,5
1113,1777301586623457262,0.1013886928558349,False,-0.7969683321715916,0.8637059778055411,0.8259348622113206,-0.0348362216274472,0.0597745558592347,-0.0245173357008592,-1.0,1.0,2.0,0.0,-0.19470225046498,0.1251794583681643,0.2999999996188409,0.0354103031093714,5
1114,1777301586725599433,0.1016654968261718,False,-0.7950127462037101,0.865753771357643,0.8334596569103171,-0.0570562872935368,0.0583862434295805,-0.0207375312763232,-1.0,1.0,2.0,0.0,-0.1955912098002749,0.1255472177051928,0.2999999995491509,0.0335368350716086,5
1115,1777301586835108277,0.1104180812835693,False,-0.7938088788215822,0.8687824911722296,0.8451939552319049,-0.0417788997132848,0.0544772829682193,-0.0212396586894341,-1.0,1.0,2.0,0.0,-0.197881992273772,0.1248472530896395,0.2999999998324548,0.0321411813955597,5
1116,1777301586931634932,0.0950434207916259,False,-0.7939978107025187,0.8708345896437782,0.8569317954043564,-0.0497027222621977,0.0551999859864928,-0.0223380112019959,-1.0,1.0,2.0,0.0,-0.1976749869230132,0.1225645106354068,0.299999998071378,0.0319482367612397,5
