,recording_time_ns,dt,wind_enabled,pos_x,pos_y,pos_z,pos_roll,pos_pitch,pos_yaw,targetpos_x,targetpos_y,targetpos_z,targetpos_yaw,control_vel_x,control_vel_y,control_vel_z,control_vel_yaw,experiment_id
828,1776697177697343251,1776697177697,False,-0.0753587249769644,0.0243472668283269,0.863125158975457,0.0026422980471086,0.0214949322527502,0.0422757775530028,0.0,0.0,2.0,0.0,1.0,-1.0,0.2842187102561357,-0.0042275777553002,3
829,1776697177798286082,1776697177798,False,-0.0767723110418224,0.0229293777412512,0.8612581647345273,0.0027212074522232,0.0211789242358789,0.0411027347516054,0.0,0.0,2.0,0.0,1.0,-1.0,0.2846854588163682,-0.0041102734751605,3
830,1776697177906365481,1776697177906,False,-0.0781794772282966,0.0216047081264898,0.8594998330349873,0.0028177299387292,0.022091819693295,0.0422882136435921,0.0,0.0,2.0,0.0,1.0,-1.0,0.2851250417412532,-0.0042288213643592,3
831,1776697178008775016,1776697178008,False,-0.0792739111565821,0.0203441093620241,0.8584471090137802,0.0032139074233802,0.0189036283704211,0.0416313030123587,0.0,0.0,2.0,0.0,1.0,-1.0,0.2853882227465549,-0.0041631303012358,3
832,1776697178098645755,1776697178098,False,-0.080195375492799,0.0196751616400099,0.8577616802951911,0.0014925590855716,0.0196595374215599,0.0425165300103747,0.0,0.0,2.0,0.0,1.0,-1.0,0.2855595799262022,-0.0042516530010374,3
833,1776697178201232701,1776697178200,False,-0.0811925575674545,0.0190297744970137,0.8567013422945766,0.0011772262779874,0.0185501491114834,0.0415411842546896,0.0,0.0,2.0,0.0,1.0,-1.0,0.2858246644263558,-0.0041541184254689,3
834,1776697178298964425,1776697178298,False,-0.0817431466377169,0.0188052267290025,0.8562530107898414,0.0029186838624025,0.0210842683709147,0.0408341620057303,0.0,0.0,2.0,0.0,1.0,-1.0,0.2859367473025396,-0.004083416200573,3
835,1776697178403958385,1776697178403,False,-0.0820905181951026,0.018810074576522,0.8557216797568261,0.0086048237175863,0.0272689905925839,0.0418995526474335,0.0,0.0,2.0,0.0,1.0,-1.0,0.2860695800607934,-0.0041899552647433,3
836,1776697178502125276,1776697178501,False,-0.0823346895616227,0.0188639241066684,0.8552470390119482,0.0055977844460065,0.0218710136519002,0.0408521719033147,0.0,0.0,2.0,0.0,1.0,-1.0,0.2861882402470129,-0.0040852171903314,3
837,1776697178601860098,1776697178601,False,-0.0825074495876586,0.0190927273211863,0.8545396865980966,0.002668569771747,0.0194777774941525,0.0410419986089941,0.0,0.0,2.0,0.0,1.0,-1.0,0.2863650783504758,-0.0041041998608994,3
